step,return,config
18584,0.7538775510204081,PPO-MLP+FrameStack / MiniGrid-MemoryS7
18648,0.0,PPO-MLP+FrameStack / MiniGrid-MemoryS7
18664,0.0,PPO-MLP+FrameStack / MiniGrid-MemoryS7
18672,0.9228571428571428,PPO-MLP+FrameStack / MiniGrid-MemoryS7
18768,0.9595918367346938,PPO-MLP+FrameStack / MiniGrid-MemoryS7
18792,0.9375510204081633,PPO-MLP+FrameStack / MiniGrid-MemoryS7
18824,0.9779591836734693,PPO-MLP+FrameStack / MiniGrid-MemoryS7
18856,0.8383673469387756,PPO-MLP+FrameStack / MiniGrid-MemoryS7
18904,0.0,PPO-MLP+FrameStack / MiniGrid-MemoryS7
18960,0.0,PPO-MLP+FrameStack / MiniGrid-MemoryS7
19048,0.0,PPO-MLP+FrameStack / MiniGrid-MemoryS7
19136,0.0,PPO-MLP+FrameStack / MiniGrid-MemoryS7
19304,0.0,PPO-MLP+FrameStack / MiniGrid-MemoryS7
19648,0.0,PPO-MLP+FrameStack / MiniGrid-MemoryS7
19672,0.0,PPO-MLP+FrameStack / MiniGrid-MemoryS7
19680,0.7538775510204081,PPO-MLP+FrameStack / MiniGrid-MemoryS7
19712,0.0,PPO-MLP+FrameStack / MiniGrid-MemoryS7
19736,0.9742857142857143,PPO-MLP+FrameStack / MiniGrid-MemoryS7
19776,0.0,PPO-MLP+FrameStack / MiniGrid-MemoryS7
19784,0.0,PPO-MLP+FrameStack / MiniGrid-MemoryS7
19784,0.0,PPO-MLP+FrameStack / MiniGrid-MemoryS7
19864,0.0,PPO-MLP+FrameStack / MiniGrid-MemoryS7
19872,0.963265306122449,PPO-MLP+FrameStack / MiniGrid-MemoryS7
19944,0.0,PPO-MLP+FrameStack / MiniGrid-MemoryS7
19992,0.9485714285714286,PPO-MLP+FrameStack / MiniGrid-MemoryS7
20032,0.963265306122449,PPO-MLP+FrameStack / MiniGrid-MemoryS7
20112,0.9485714285714286,PPO-MLP+FrameStack / MiniGrid-MemoryS7
20128,0.9595918367346938,PPO-MLP+FrameStack / MiniGrid-MemoryS7
20152,0.0,PPO-MLP+FrameStack / MiniGrid-MemoryS7
20184,0.9706122448979592,PPO-MLP+FrameStack / MiniGrid-MemoryS7
20208,0.9669387755102041,PPO-MLP+FrameStack / MiniGrid-MemoryS7
20216,0.9742857142857143,PPO-MLP+FrameStack / MiniGrid-MemoryS7
20288,0.9559183673469388,PPO-MLP+FrameStack / MiniGrid-MemoryS7
20296,0.9669387755102041,PPO-MLP+FrameStack / MiniGrid-MemoryS7
20312,0.0,PPO-MLP+FrameStack / MiniGrid-MemoryS7
20352,0.9375510204081633,PPO-MLP+FrameStack / MiniGrid-MemoryS7
20384,0.0,PPO-MLP+FrameStack / MiniGrid-MemoryS7
20408,0.0,PPO-MLP+FrameStack / MiniGrid-MemoryS7
20432,0.0,PPO-MLP+FrameStack / MiniGrid-MemoryS7
20464,0.0,PPO-MLP+FrameStack / MiniGrid-MemoryS7
20464,0.0,PPO-MLP+FrameStack / MiniGrid-MemoryS7
20584,0.9485714285714286,PPO-MLP+FrameStack / MiniGrid-MemoryS7
20608,0.0,PPO-MLP+FrameStack / MiniGrid-MemoryS7
20616,0.6216326530612245,PPO-MLP+FrameStack / MiniGrid-MemoryS7
20648,0.0,PPO-MLP+FrameStack / MiniGrid-MemoryS7
20712,0.0,PPO-MLP+FrameStack / MiniGrid-MemoryS7
20712,0.0,PPO-MLP+FrameStack / MiniGrid-MemoryS7
20784,0.926530612244898,PPO-MLP+FrameStack / MiniGrid-MemoryS7
20784,0.0,PPO-MLP+FrameStack / MiniGrid-MemoryS7
20792,0.0,PPO-MLP+FrameStack / MiniGrid-MemoryS7
20824,0.0,PPO-MLP+FrameStack / MiniGrid-MemoryS7
20832,0.9816326530612245,PPO-MLP+FrameStack / MiniGrid-MemoryS7
20896,0.9706122448979592,PPO-MLP+FrameStack / MiniGrid-MemoryS7
20928,0.9375510204081633,PPO-MLP+FrameStack / MiniGrid-MemoryS7
20928,0.0,PPO-MLP+FrameStack / MiniGrid-MemoryS7
20952,0.0,PPO-MLP+FrameStack / MiniGrid-MemoryS7
20952,0.0,PPO-MLP+FrameStack / MiniGrid-MemoryS7
21000,0.0,PPO-MLP+FrameStack / MiniGrid-MemoryS7
21016,0.9742857142857143,PPO-MLP+FrameStack / MiniGrid-MemoryS7
21024,0.9448979591836735,PPO-MLP+FrameStack / MiniGrid-MemoryS7
21048,0.9889795918367347,PPO-MLP+FrameStack / MiniGrid-MemoryS7
21064,0.9412244897959183,PPO-MLP+FrameStack / MiniGrid-MemoryS7
21152,0.9338775510204081,PPO-MLP+FrameStack / MiniGrid-MemoryS7
21216,0.0,PPO-MLP+FrameStack / MiniGrid-MemoryS7
21232,0.9191836734693878,PPO-MLP+FrameStack / MiniGrid-MemoryS7
21272,0.0,PPO-MLP+FrameStack / MiniGrid-MemoryS7
21288,0.0,PPO-MLP+FrameStack / MiniGrid-MemoryS7
21336,0.9485714285714286,PPO-MLP+FrameStack / MiniGrid-MemoryS7
21336,0.0,PPO-MLP+FrameStack / MiniGrid-MemoryS7
21352,0.9669387755102041,PPO-MLP+FrameStack / MiniGrid-MemoryS7
21400,0.9742857142857143,PPO-MLP+FrameStack / MiniGrid-MemoryS7
21408,0.2248979591836735,PPO-MLP+FrameStack / MiniGrid-MemoryS7
21432,0.9595918367346938,PPO-MLP+FrameStack / MiniGrid-MemoryS7
21432,0.9669387755102041,PPO-MLP+FrameStack / MiniGrid-MemoryS7
21496,0.9595918367346938,PPO-MLP+FrameStack / MiniGrid-MemoryS7
21504,0.0,PPO-MLP+FrameStack / MiniGrid-MemoryS7
21504,0.9706122448979592,PPO-MLP+FrameStack / MiniGrid-MemoryS7
21568,0.9742857142857143,PPO-MLP+FrameStack / MiniGrid-MemoryS7
21584,0.0,PPO-MLP+FrameStack / MiniGrid-MemoryS7
21600,0.0,PPO-MLP+FrameStack / MiniGrid-MemoryS7
21608,0.9522448979591837,PPO-MLP+FrameStack / MiniGrid-MemoryS7
