step,return,config
8668,18.0,PPO-MLP+FrameStack / CartPole-Masked (POMDP)
8704,14.0,PPO-MLP+FrameStack / CartPole-Masked (POMDP)
8720,55.0,PPO-MLP+FrameStack / CartPole-Masked (POMDP)
8780,36.0,PPO-MLP+FrameStack / CartPole-Masked (POMDP)
8788,20.0,PPO-MLP+FrameStack / CartPole-Masked (POMDP)
8808,21.0,PPO-MLP+FrameStack / CartPole-Masked (POMDP)
8836,11.0,PPO-MLP+FrameStack / CartPole-Masked (POMDP)
8856,18.0,PPO-MLP+FrameStack / CartPole-Masked (POMDP)
8880,17.0,PPO-MLP+FrameStack / CartPole-Masked (POMDP)
8932,12.0,PPO-MLP+FrameStack / CartPole-Masked (POMDP)
8936,19.0,PPO-MLP+FrameStack / CartPole-Masked (POMDP)
8940,67.0,PPO-MLP+FrameStack / CartPole-Masked (POMDP)
9064,32.0,PPO-MLP+FrameStack / CartPole-Masked (POMDP)
9100,65.0,PPO-MLP+FrameStack / CartPole-Masked (POMDP)
9156,13.0,PPO-MLP+FrameStack / CartPole-Masked (POMDP)
9160,54.0,PPO-MLP+FrameStack / CartPole-Masked (POMDP)
9172,58.0,PPO-MLP+FrameStack / CartPole-Masked (POMDP)
9272,27.0,PPO-MLP+FrameStack / CartPole-Masked (POMDP)
9288,55.0,PPO-MLP+FrameStack / CartPole-Masked (POMDP)
9312,34.0,PPO-MLP+FrameStack / CartPole-Masked (POMDP)
9348,14.0,PPO-MLP+FrameStack / CartPole-Masked (POMDP)
9400,12.0,PPO-MLP+FrameStack / CartPole-Masked (POMDP)
9436,40.0,PPO-MLP+FrameStack / CartPole-Masked (POMDP)
9436,69.0,PPO-MLP+FrameStack / CartPole-Masked (POMDP)
9476,40.0,PPO-MLP+FrameStack / CartPole-Masked (POMDP)
9564,31.0,PPO-MLP+FrameStack / CartPole-Masked (POMDP)
9652,62.0,PPO-MLP+FrameStack / CartPole-Masked (POMDP)
9656,22.0,PPO-MLP+FrameStack / CartPole-Masked (POMDP)
9704,56.0,PPO-MLP+FrameStack / CartPole-Masked (POMDP)
9712,13.0,PPO-MLP+FrameStack / CartPole-Masked (POMDP)
9740,75.0,PPO-MLP+FrameStack / CartPole-Masked (POMDP)
9800,36.0,PPO-MLP+FrameStack / CartPole-Masked (POMDP)
9900,24.0,PPO-MLP+FrameStack / CartPole-Masked (POMDP)
9956,60.0,PPO-MLP+FrameStack / CartPole-Masked (POMDP)
9980,59.0,PPO-MLP+FrameStack / CartPole-Masked (POMDP)
10028,11.0,PPO-MLP+FrameStack / CartPole-Masked (POMDP)
10068,27.0,PPO-MLP+FrameStack / CartPole-Masked (POMDP)
10120,103.0,PPO-MLP+FrameStack / CartPole-Masked (POMDP)
10148,19.0,PPO-MLP+FrameStack / CartPole-Masked (POMDP)
10208,44.0,PPO-MLP+FrameStack / CartPole-Masked (POMDP)
