step,return,config
7792,19.0,PPO-LSTM / CartPole-Masked (POMDP)
7808,19.0,PPO-LSTM / CartPole-Masked (POMDP)
7840,15.0,PPO-LSTM / CartPole-Masked (POMDP)
7856,27.0,PPO-LSTM / CartPole-Masked (POMDP)
7864,21.0,PPO-LSTM / CartPole-Masked (POMDP)
7888,16.0,PPO-LSTM / CartPole-Masked (POMDP)
7928,10.0,PPO-LSTM / CartPole-Masked (POMDP)
7976,20.0,PPO-LSTM / CartPole-Masked (POMDP)
8008,43.0,PPO-LSTM / CartPole-Masked (POMDP)
8016,15.0,PPO-LSTM / CartPole-Masked (POMDP)
8032,12.0,PPO-LSTM / CartPole-Masked (POMDP)
8040,30.0,PPO-LSTM / CartPole-Masked (POMDP)
8080,26.0,PPO-LSTM / CartPole-Masked (POMDP)
8080,27.0,PPO-LSTM / CartPole-Masked (POMDP)
8144,16.0,PPO-LSTM / CartPole-Masked (POMDP)
8160,22.0,PPO-LSTM / CartPole-Masked (POMDP)
8168,50.0,PPO-LSTM / CartPole-Masked (POMDP)
8168,15.0,PPO-LSTM / CartPole-Masked (POMDP)
8184,12.0,PPO-LSTM / CartPole-Masked (POMDP)
8192,13.0,PPO-LSTM / CartPole-Masked (POMDP)
8224,23.0,PPO-LSTM / CartPole-Masked (POMDP)
8224,25.0,PPO-LSTM / CartPole-Masked (POMDP)
8240,9.0,PPO-LSTM / CartPole-Masked (POMDP)
8272,12.0,PPO-LSTM / CartPole-Masked (POMDP)
8336,13.0,PPO-LSTM / CartPole-Masked (POMDP)
8360,20.0,PPO-LSTM / CartPole-Masked (POMDP)
8368,15.0,PPO-LSTM / CartPole-Masked (POMDP)
8376,18.0,PPO-LSTM / CartPole-Masked (POMDP)
8400,15.0,PPO-LSTM / CartPole-Masked (POMDP)
8408,29.0,PPO-LSTM / CartPole-Masked (POMDP)
8416,28.0,PPO-LSTM / CartPole-Masked (POMDP)
8432,35.0,PPO-LSTM / CartPole-Masked (POMDP)
8512,13.0,PPO-LSTM / CartPole-Masked (POMDP)
8520,22.0,PPO-LSTM / CartPole-Masked (POMDP)
8536,14.0,PPO-LSTM / CartPole-Masked (POMDP)
8560,24.0,PPO-LSTM / CartPole-Masked (POMDP)
8584,26.0,PPO-LSTM / CartPole-Masked (POMDP)
8648,16.0,PPO-LSTM / CartPole-Masked (POMDP)
8672,36.0,PPO-LSTM / CartPole-Masked (POMDP)
8688,12.0,PPO-LSTM / CartPole-Masked (POMDP)
8696,16.0,PPO-LSTM / CartPole-Masked (POMDP)
8712,23.0,PPO-LSTM / CartPole-Masked (POMDP)
8744,25.0,PPO-LSTM / CartPole-Masked (POMDP)
8768,41.0,PPO-LSTM / CartPole-Masked (POMDP)
8800,15.0,PPO-LSTM / CartPole-Masked (POMDP)
8816,15.0,PPO-LSTM / CartPole-Masked (POMDP)
8816,12.0,PPO-LSTM / CartPole-Masked (POMDP)
8864,14.0,PPO-LSTM / CartPole-Masked (POMDP)
8872,12.0,PPO-LSTM / CartPole-Masked (POMDP)
8888,59.0,PPO-LSTM / CartPole-Masked (POMDP)
8968,39.0,PPO-LSTM / CartPole-Masked (POMDP)
8984,11.0,PPO-LSTM / CartPole-Masked (POMDP)
8992,36.0,PPO-LSTM / CartPole-Masked (POMDP)
9000,22.0,PPO-LSTM / CartPole-Masked (POMDP)
9048,21.0,PPO-LSTM / CartPole-Masked (POMDP)
9080,26.0,PPO-LSTM / CartPole-Masked (POMDP)
9088,10.0,PPO-LSTM / CartPole-Masked (POMDP)
9104,16.0,PPO-LSTM / CartPole-Masked (POMDP)
9144,40.0,PPO-LSTM / CartPole-Masked (POMDP)
9160,20.0,PPO-LSTM / CartPole-Masked (POMDP)
9232,22.0,PPO-LSTM / CartPole-Masked (POMDP)
9240,16.0,PPO-LSTM / CartPole-Masked (POMDP)
9248,19.0,PPO-LSTM / CartPole-Masked (POMDP)
9256,56.0,PPO-LSTM / CartPole-Masked (POMDP)
9256,21.0,PPO-LSTM / CartPole-Masked (POMDP)
9264,34.0,PPO-LSTM / CartPole-Masked (POMDP)
9320,19.0,PPO-LSTM / CartPole-Masked (POMDP)
9344,10.0,PPO-LSTM / CartPole-Masked (POMDP)
9360,13.0,PPO-LSTM / CartPole-Masked (POMDP)
9368,15.0,PPO-LSTM / CartPole-Masked (POMDP)
9368,27.0,PPO-LSTM / CartPole-Masked (POMDP)
9432,24.0,PPO-LSTM / CartPole-Masked (POMDP)
9440,14.0,PPO-LSTM / CartPole-Masked (POMDP)
9448,9.0,PPO-LSTM / CartPole-Masked (POMDP)
9448,23.0,PPO-LSTM / CartPole-Masked (POMDP)
9456,23.0,PPO-LSTM / CartPole-Masked (POMDP)
9480,14.0,PPO-LSTM / CartPole-Masked (POMDP)
9544,24.0,PPO-LSTM / CartPole-Masked (POMDP)
9552,14.0,PPO-LSTM / CartPole-Masked (POMDP)
9616,21.0,PPO-LSTM / CartPole-Masked (POMDP)
9616,16.0,PPO-LSTM / CartPole-Masked (POMDP)
9624,21.0,PPO-LSTM / CartPole-Masked (POMDP)
9656,24.0,PPO-LSTM / CartPole-Masked (POMDP)
9664,14.0,PPO-LSTM / CartPole-Masked (POMDP)
9680,28.0,PPO-LSTM / CartPole-Masked (POMDP)
9696,17.0,PPO-LSTM / CartPole-Masked (POMDP)
9752,16.0,PPO-LSTM / CartPole-Masked (POMDP)
9760,48.0,PPO-LSTM / CartPole-Masked (POMDP)
9776,11.0,PPO-LSTM / CartPole-Masked (POMDP)
9792,16.0,PPO-LSTM / CartPole-Masked (POMDP)
9800,16.0,PPO-LSTM / CartPole-Masked (POMDP)
9808,23.0,PPO-LSTM / CartPole-Masked (POMDP)
9816,23.0,PPO-LSTM / CartPole-Masked (POMDP)
9888,11.0,PPO-LSTM / CartPole-Masked (POMDP)
9896,24.0,PPO-LSTM / CartPole-Masked (POMDP)
9904,15.0,PPO-LSTM / CartPole-Masked (POMDP)
9920,14.0,PPO-LSTM / CartPole-Masked (POMDP)
9936,22.0,PPO-LSTM / CartPole-Masked (POMDP)
