step,return,config,seed
64732,121.0,ppo_mlp_mdp,2
64732,275.0,ppo_mlp_mdp,2
65204,171.0,ppo_mlp_mdp,2
65644,500.0,ppo_mlp_mdp,2
66284,387.0,ppo_mlp_mdp,2
66288,270.0,ppo_mlp_mdp,2
66324,397.0,ppo_mlp_mdp,2
66620,243.0,ppo_mlp_mdp,2
66812,130.0,ppo_mlp_mdp,2
67268,235.0,ppo_mlp_mdp,2
67376,272.0,ppo_mlp_mdp,2
67888,316.0,ppo_mlp_mdp,2
67988,293.0,ppo_mlp_mdp,2
68396,281.0,ppo_mlp_mdp,2
68648,164.0,ppo_mlp_mdp,2
68980,272.0,ppo_mlp_mdp,2
68996,149.0,ppo_mlp_mdp,2
69012,408.0,ppo_mlp_mdp,2
69236,63.0,ppo_mlp_mdp,2
69548,133.0,ppo_mlp_mdp,2
69560,227.0,ppo_mlp_mdp,2
69724,181.0,ppo_mlp_mdp,2
70152,228.0,ppo_mlp_mdp,2
70184,158.0,ppo_mlp_mdp,2
70668,128.0,ppo_mlp_mdp,2
70880,329.0,ppo_mlp_mdp,2
71080,338.0,ppo_mlp_mdp,2
71344,168.0,ppo_mlp_mdp,2
71388,300.0,ppo_mlp_mdp,2
71484,150.0,ppo_mlp_mdp,2
71904,128.0,ppo_mlp_mdp,2
72012,131.0,ppo_mlp_mdp,2
72232,287.0,ppo_mlp_mdp,2
72576,167.0,ppo_mlp_mdp,2
72596,312.0,ppo_mlp_mdp,2
72852,209.0,ppo_mlp_mdp,2
73132,138.0,ppo_mlp_mdp,2
73208,152.0,ppo_mlp_mdp,2
73604,187.0,ppo_mlp_mdp,2
74236,500.0,ppo_mlp_mdp,2
74320,277.0,ppo_mlp_mdp,2
74404,317.0,ppo_mlp_mdp,2
74588,245.0,ppo_mlp_mdp,2
74844,109.0,ppo_mlp_mdp,2
75168,232.0,ppo_mlp_mdp,2
75708,279.0,ppo_mlp_mdp,2
76268,274.0,ppo_mlp_mdp,2
76324,500.0,ppo_mlp_mdp,2
76360,162.0,ppo_mlp_mdp,2
76848,500.0,ppo_mlp_mdp,2
77132,192.0,ppo_mlp_mdp,2
77276,237.0,ppo_mlp_mdp,2
77448,149.0,ppo_mlp_mdp,2
77696,356.0,ppo_mlp_mdp,2
77708,143.0,ppo_mlp_mdp,2
78360,270.0,ppo_mlp_mdp,2
78588,222.0,ppo_mlp_mdp,2
78836,281.0,ppo_mlp_mdp,2
79156,426.0,ppo_mlp_mdp,2
79960,342.0,ppo_mlp_mdp,2
80100,434.0,ppo_mlp_mdp,2
80188,257.0,ppo_mlp_mdp,2
80840,500.0,ppo_mlp_mdp,2
81076,221.0,ppo_mlp_mdp,2
81164,265.0,ppo_mlp_mdp,2
81624,195.0,ppo_mlp_mdp,2
81740,143.0,ppo_mlp_mdp,2
81760,449.0,ppo_mlp_mdp,2
82716,272.0,ppo_mlp_mdp,2
83080,500.0,ppo_mlp_mdp,2
83336,393.0,ppo_mlp_mdp,2
83344,400.0,ppo_mlp_mdp,2
84112,348.0,ppo_mlp_mdp,2
84288,301.0,ppo_mlp_mdp,2
84328,245.0,ppo_mlp_mdp,2
84724,346.0,ppo_mlp_mdp,2
85368,160.0,ppo_mlp_mdp,2
85460,336.0,ppo_mlp_mdp,2
85748,354.0,ppo_mlp_mdp,2
85948,414.0,ppo_mlp_mdp,2
86464,128.0,ppo_mlp_mdp,2
86668,229.0,ppo_mlp_mdp,2
86684,305.0,ppo_mlp_mdp,2
87024,139.0,ppo_mlp_mdp,2
87372,500.0,ppo_mlp_mdp,2
87868,295.0,ppo_mlp_mdp,2
87920,223.0,ppo_mlp_mdp,2
88444,130.0,ppo_mlp_mdp,2
88568,298.0,ppo_mlp_mdp,2
88660,197.0,ppo_mlp_mdp,2
88672,500.0,ppo_mlp_mdp,2
89368,173.0,ppo_mlp_mdp,2
89392,236.0,ppo_mlp_mdp,2
89920,314.0,ppo_mlp_mdp,2
90192,405.0,ppo_mlp_mdp,2
90208,209.0,ppo_mlp_mdp,2
90872,369.0,ppo_mlp_mdp,2
91176,313.0,ppo_mlp_mdp,2
91752,385.0,ppo_mlp_mdp,2
92196,500.0,ppo_mlp_mdp,2
92280,131.0,ppo_mlp_mdp,2
92284,352.0,ppo_mlp_mdp,2
92364,296.0,ppo_mlp_mdp,2
93184,224.0,ppo_mlp_mdp,2
93824,364.0,ppo_mlp_mdp,2
94076,469.0,ppo_mlp_mdp,2
94284,500.0,ppo_mlp_mdp,2
94700,378.0,ppo_mlp_mdp,2
94916,157.0,ppo_mlp_mdp,2
95236,352.0,ppo_mlp_mdp,2
95328,312.0,ppo_mlp_mdp,2
95676,243.0,ppo_mlp_mdp,2
96120,300.0,ppo_mlp_mdp,2
96232,138.0,ppo_mlp_mdp,2
96252,253.0,ppo_mlp_mdp,2
96848,181.0,ppo_mlp_mdp,2
97064,202.0,ppo_mlp_mdp,2
97096,215.0,ppo_mlp_mdp,2
97332,500.0,ppo_mlp_mdp,2
97708,214.0,ppo_mlp_mdp,2
98132,199.0,ppo_mlp_mdp,2
98316,304.0,ppo_mlp_mdp,2
98456,347.0,ppo_mlp_mdp,2
98832,280.0,ppo_mlp_mdp,2
99012,219.0,ppo_mlp_mdp,2
99540,270.0,ppo_mlp_mdp,2
99544,306.0,ppo_mlp_mdp,2
99752,184.0,ppo_mlp_mdp,2
99856,255.0,ppo_mlp_mdp,2
100512,242.0,ppo_mlp_mdp,2
100624,217.0,ppo_mlp_mdp,2
100956,352.0,ppo_mlp_mdp,2
101044,296.0,ppo_mlp_mdp,2
101488,243.0,ppo_mlp_mdp,2
101532,121.0,ppo_mlp_mdp,2
101924,241.0,ppo_mlp_mdp,2
101976,337.0,ppo_mlp_mdp,2
102384,212.0,ppo_mlp_mdp,2
102536,261.0,ppo_mlp_mdp,2
102624,174.0,ppo_mlp_mdp,2
102676,174.0,ppo_mlp_mdp,2
103424,259.0,ppo_mlp_mdp,2
103548,252.0,ppo_mlp_mdp,2
103636,252.0,ppo_mlp_mdp,2
103672,248.0,ppo_mlp_mdp,2
104104,138.0,ppo_mlp_mdp,2
104248,152.0,ppo_mlp_mdp,2
104772,274.0,ppo_mlp_mdp,2
104856,151.0,ppo_mlp_mdp,2
105428,500.0,ppo_mlp_mdp,2
105640,195.0,ppo_mlp_mdp,2
105744,409.0,ppo_mlp_mdp,2
106456,256.0,ppo_mlp_mdp,2
106484,427.0,ppo_mlp_mdp,2
107176,179.0,ppo_mlp_mdp,2
107572,456.0,ppo_mlp_mdp,2
107644,500.0,ppo_mlp_mdp,2
107716,307.0,ppo_mlp_mdp,2
107820,160.0,ppo_mlp_mdp,2
108072,124.0,ppo_mlp_mdp,2
108648,250.0,ppo_mlp_mdp,2
108732,253.0,ppo_mlp_mdp,2
109096,111.0,ppo_mlp_mdp,2
109208,283.0,ppo_mlp_mdp,2
109428,401.0,ppo_mlp_mdp,2
109968,134.0,ppo_mlp_mdp,2
110000,316.0,ppo_mlp_mdp,2
110076,216.0,ppo_mlp_mdp,2
110632,165.0,ppo_mlp_mdp,2
110640,159.0,ppo_mlp_mdp,2
110764,171.0,ppo_mlp_mdp,2
110860,56.0,ppo_mlp_mdp,2
110984,471.0,ppo_mlp_mdp,2
111432,197.0,ppo_mlp_mdp,2
111636,193.0,ppo_mlp_mdp,2
